sku_id,product_name,category,unit_cost,selling_price,units_sold_last_12m,inventory_on_hand
SKU-10398,Home Decor Item 398,Home Decor,114.9,136.94,6666,1203
SKU-10399,Gardening Item 399,Gardening,120.08,136.04,4324,882
SKU-10400,Bedding Item 400,Bedding,115.95,311.82,169,88
SKU-10401,Bedding Item 401,Bedding,131.88,159.84,5048,1295
SKU-10402,Furniture Item 402,Furniture,490.59,1567.86,297,81
SKU-10403,Bedding Item 403,Bedding,85.42,100.31,6869,1290
SKU-10404,Kitchenware Item 404,Kitchenware,22.88,56.64,3756,703
SKU-10405,Bedding Item 405,Bedding,83.27,104.21,2475,984
SKU-10406,Home Decor Item 406,Home Decor,53.73,208.07,192,91
SKU-10407,Furniture Item 407,Furniture,413.32,1229.69,179,12
SKU-10408,Home Decor Item 408,Home Decor,136.86,164.43,6135,719
SKU-10409,Kitchenware Item 409,Kitchenware,6.5,7.35,2687,759
SKU-10410,Gardening Item 410,Gardening,133.54,139.83,15,408
SKU-10411,Home Decor Item 411,Home Decor,103.51,413.58,53,68
SKU-10412,Gardening Item 412,Gardening,106.16,244.55,3243,581
SKU-10413,Home Decor Item 413,Home Decor,146.28,184.88,2264,933
SKU-10414,Gardening Item 414,Gardening,116.34,116.97,1,1175
SKU-10415,Kitchenware Item 415,Kitchenware,21.1,26.92,3154,1297
SKU-10416,Furniture Item 416,Furniture,271.04,506.96,2241,745
SKU-10417,Kitchenware Item 417,Kitchenware,38.29,86.36,2098,375
SKU-10418,Kitchenware Item 418,Kitchenware,42.87,47.42,2930,1392
SKU-10419,Furniture Item 419,Furniture,327.57,1153.88,205,79
SKU-10420,Kitchenware Item 420,Kitchenware,34.49,28.25,22,878
SKU-10421,Bedding Item 421,Bedding,131.29,145.3,6628,1128
SKU-10422,Home Decor Item 422,Home Decor,101.44,87.06,11,692
SKU-10423,Gardening Item 423,Gardening,18.27,18.61,32,518
SKU-10424,Gardening Item 424,Gardening,25.54,29.25,4597,1000
SKU-10425,Gardening Item 425,Gardening,67.79,54.53,19,723
SKU-10426,Furniture Item 426,Furniture,776.37,1926.13,1082,625
SKU-10427,Gardening Item 427,Gardening,122.69,274.2,4398,272
SKU-10428,Gardening Item 428,Gardening,97.95,373.12,68,23
SKU-10429,Home Decor Item 429,Home Decor,85.7,157.02,1285,575
SKU-10430,Bedding Item 430,Bedding,52.18,148.16,276,87
SKU-10431,Kitchenware Item 431,Kitchenware,7.17,7.3,7,936
SKU-10432,Kitchenware Item 432,Kitchenware,49.51,141.55,65,57
SKU-10433,Bedding Item 433,Bedding,91.59,85.21,20,624
SKU-10434,Bedding Item 434,Bedding,40.83,49.2,4044,1404
SKU-10435,Bedding Item 435,Bedding,131.6,289.55,3527,500
SKU-10436,Bedding Item 436,Bedding,137.49,167.8,2526,525
SKU-10437,Bedding Item 437,Bedding,72.07,228.32,100,38
SKU-10438,Gardening Item 438,Gardening,43.24,123.29,77,85
SKU-10439,Home Decor Item 439,Home Decor,145.91,178.03,4007,1450
SKU-10440,Kitchenware Item 440,Kitchenware,27.78,106.61,55,91
SKU-10441,Kitchenware Item 441,Kitchenware,6.79,18.4,76,74
SKU-10442,Kitchenware Item 442,Kitchenware,19.91,24.33,2141,1248
SKU-10443,Bedding Item 443,Bedding,38.98,147.39,279,71
SKU-10444,Gardening Item 444,Gardening,128.15,152.2,2340,1203
SKU-10445,Furniture Item 445,Furniture,305.44,306.72,8,1116
SKU-10446,Kitchenware Item 446,Kitchenware,41.82,136.38,108,50
SKU-10447,Home Decor Item 447,Home Decor,104.56,197.83,1906,757
SKU-10448,Home Decor Item 448,Home Decor,65.24,83.28,5403,1456
SKU-10449,Home Decor Item 449,Home Decor,46.14,172.38,210,78
SKU-10450,Kitchenware Item 450,Kitchenware,33.64,80.08,4052,523
SKU-10451,Kitchenware Item 451,Kitchenware,25.53,30.22,3774,583
SKU-10452,Kitchenware Item 452,Kitchenware,8.2,19.05,3702,304
SKU-10453,Furniture Item 453,Furniture,353.34,1149.51,59,60
SKU-10454,Kitchenware Item 454,Kitchenware,32.57,31.25,19,928
SKU-10455,Furniture Item 455,Furniture,470.99,393.53,29,380
SKU-10456,Kitchenware Item 456,Kitchenware,23.99,26.8,3856,1474
SKU-10457,Furniture Item 457,Furniture,737.09,675.66,30,707
SKU-10458,Kitchenware Item 458,Kitchenware,8.03,9.53,3130,1110
SKU-10459,Home Decor Item 459,Home Decor,48.55,59.14,5705,863
SKU-10460,Furniture Item 460,Furniture,368.97,473.51,5243,562
SKU-10461,Gardening Item 461,Gardening,91.51,113.57,3141,1428
SKU-10462,Furniture Item 462,Furniture,216.8,240.42,5267,1332
SKU-10463,Kitchenware Item 463,Kitchenware,47.6,58.51,5273,1487
SKU-10464,Gardening Item 464,Gardening,57.68,127.9,1125,775
SKU-10465,Home Decor Item 465,Home Decor,84.35,79.28,11,330
SKU-10466,Bedding Item 466,Bedding,33.43,26.97,29,742
SKU-10467,Gardening Item 467,Gardening,144.96,165.51,3178,862
SKU-10468,Gardening Item 468,Gardening,32.4,61.66,2850,444
SKU-10469,Furniture Item 469,Furniture,730.06,1505.64,3217,234
SKU-10470,Bedding Item 470,Bedding,149.28,437.78,78,56
SKU-10471,Bedding Item 471,Bedding,14.33,13.4,21,464
SKU-10472,Kitchenware Item 472,Kitchenware,29.92,85.87,135,96
SKU-10473,Gardening Item 473,Gardening,59.87,53.02,20,832
SKU-10474,Bedding Item 474,Bedding,126.3,425.71,178,33
SKU-10475,Home Decor Item 475,Home Decor,72.17,202.86,188,26
SKU-10476,Gardening Item 476,Gardening,133.24,491.51,298,28
SKU-10477,Home Decor Item 477,Home Decor,112.31,239.55,3564,363
SKU-10478,Gardening Item 478,Gardening,28.53,102.24,147,54
SKU-10479,Bedding Item 479,Bedding,15.32,12.73,38,483
SKU-10480,Bedding Item 480,Bedding,75.35,143.48,2605,346
SKU-10481,Furniture Item 481,Furniture,786.69,942.76,6959,1194
SKU-10482,Furniture Item 482,Furniture,443.99,1617.33,239,24
SKU-10483,Gardening Item 483,Gardening,81.58,101.58,5825,1448
SKU-10484,Gardening Item 484,Gardening,67.06,67.17,3,462
SKU-10485,Kitchenware Item 485,Kitchenware,7.68,18.37,3384,346
SKU-10486,Gardening Item 486,Gardening,72.76,206.01,287,89
SKU-10487,Furniture Item 487,Furniture,433.79,1651.91,220,19
SKU-10488,Furniture Item 488,Furniture,542.78,2011.9,253,33
SKU-10489,Gardening Item 489,Gardening,39.5,41.45,34,563
SKU-10490,Furniture Item 490,Furniture,679.93,753.93,4694,791
SKU-10491,Kitchenware Item 491,Kitchenware,33.48,77.92,1140,387
SKU-10492,Kitchenware Item 492,Kitchenware,39.48,32.61,1,834
SKU-10493,Kitchenware Item 493,Kitchenware,37.54,41.48,2413,574
SKU-10494,Gardening Item 494,Gardening,86.88,340.7,254,43
SKU-10495,Home Decor Item 495,Home Decor,143.72,506.26,65,26
SKU-10496,Furniture Item 496,Furniture,656.16,536.89,1,312
SKU-10497,Bedding Item 497,Bedding,130.88,168.29,3238,1393
SKU-10498,Gardening Item 498,Gardening,13.08,37.15,88,39
SKU-10499,Home Decor Item 499,Home Decor,14.71,18.09,5858,1225
SKU-10500,Kitchenware Item 500,Kitchenware,37.39,35.39,9,755
SKU-10501,Bedding Item 501,Bedding,99.19,354.21,227,62
SKU-10502,Bedding Item 502,Bedding,30.0,27.01,17,589
SKU-10503,Furniture Item 503,Furniture,676.64,609.39,11,740
SKU-10504,Kitchenware Item 504,Kitchenware,28.0,62.03,4167,408
SKU-10505,Furniture Item 505,Furniture,426.88,476.63,2888,1167
SKU-10506,Gardening Item 506,Gardening,125.74,300.51,1136,627
SKU-10507,Bedding Item 507,Bedding,120.45,109.08,12,497
SKU-10508,Bedding Item 508,Bedding,104.52,224.26,1470,374
SKU-10509,Home Decor Item 509,Home Decor,109.83,320.44,210,20
SKU-10510,Kitchenware Item 510,Kitchenware,35.42,29.27,8,1022
SKU-10511,Bedding Item 511,Bedding,149.93,370.28,2525,739
SKU-10512,Kitchenware Item 512,Kitchenware,26.42,54.37,4839,435
SKU-10513,Kitchenware Item 513,Kitchenware,7.36,6.9,17,399
SKU-10514,Furniture Item 514,Furniture,248.4,893.17,252,95
SKU-10515,Kitchenware Item 515,Kitchenware,40.83,36.69,33,1075
SKU-10516,Bedding Item 516,Bedding,113.4,133.71,2939,987
SKU-10517,Kitchenware Item 517,Kitchenware,45.06,50.09,3548,617
SKU-10518,Furniture Item 518,Furniture,480.66,870.14,4657,301
SKU-10519,Furniture Item 519,Furniture,113.53,206.85,4209,586
SKU-10520,Kitchenware Item 520,Kitchenware,45.77,54.6,6636,1239
SKU-10521,Furniture Item 521,Furniture,463.32,1474.47,133,25
SKU-10522,Kitchenware Item 522,Kitchenware,28.46,26.86,26,981
SKU-10523,Gardening Item 523,Gardening,63.56,70.14,5462,1000
SKU-10524,Kitchenware Item 524,Kitchenware,39.79,137.79,293,21
SKU-10525,Gardening Item 525,Gardening,102.82,387.7,277,82
SKU-10526,Gardening Item 526,Gardening,126.17,402.09,297,95
SKU-10527,Gardening Item 527,Gardening,52.41,128.72,1488,425
SKU-10528,Bedding Item 528,Bedding,76.28,168.38,2241,303
SKU-10529,Kitchenware Item 529,Kitchenware,15.76,52.28,261,24
SKU-10530,Bedding Item 530,Bedding,118.77,133.99,5270,525
SKU-10531,Kitchenware Item 531,Kitchenware,40.16,159.53,60,81
SKU-10532,Bedding Item 532,Bedding,64.34,239.02,284,56
SKU-10533,Bedding Item 533,Bedding,57.23,55.91,30,541
SKU-10534,Furniture Item 534,Furniture,203.11,398.34,2843,447
SKU-10535,Kitchenware Item 535,Kitchenware,48.11,145.83,64,30
SKU-10536,Home Decor Item 536,Home Decor,96.93,90.79,17,601
SKU-10537,Home Decor Item 537,Home Decor,74.2,235.1,55,53
SKU-10538,Home Decor Item 538,Home Decor,17.0,16.97,10,822
SKU-10539,Bedding Item 539,Bedding,102.28,252.21,1579,759
SKU-10540,Gardening Item 540,Gardening,147.36,469.85,188,27
SKU-10541,Gardening Item 541,Gardening,34.65,44.92,4001,759
SKU-10542,Bedding Item 542,Bedding,120.96,117.89,33,1110
SKU-10543,Home Decor Item 543,Home Decor,143.41,120.52,7,307
SKU-10544,Bedding Item 544,Bedding,44.63,163.87,88,93
SKU-10545,Furniture Item 545,Furniture,640.14,811.11,6232,1047
SKU-10546,Home Decor Item 546,Home Decor,62.78,161.28,220,51
SKU-10547,Bedding Item 547,Bedding,34.9,92.26,225,36
SKU-10548,Kitchenware Item 548,Kitchenware,23.12,23.71,9,737
SKU-10549,Gardening Item 549,Gardening,143.68,179.91,2600,1252
SKU-10550,Gardening Item 550,Gardening,64.94,52.89,34,658
SKU-10551,Gardening Item 551,Gardening,48.58,139.73,222,93
SKU-10552,Home Decor Item 552,Home Decor,60.2,231.98,163,35
SKU-10553,Home Decor Item 553,Home Decor,146.41,286.18,1314,304
SKU-10554,Home Decor Item 554,Home Decor,15.04,34.23,3401,779
SKU-10555,Home Decor Item 555,Home Decor,110.68,362.49,198,35
SKU-10556,Gardening Item 556,Gardening,49.55,63.88,4038,1051
SKU-10557,Home Decor Item 557,Home Decor,68.72,63.53,19,927
SKU-10558,Home Decor Item 558,Home Decor,92.76,205.52,4218,757
SKU-10559,Bedding Item 559,Bedding,99.05,126.37,2270,1396
SKU-10560,Gardening Item 560,Gardening,23.31,22.69,35,835
SKU-10561,Furniture Item 561,Furniture,677.35,2241.11,226,32
SKU-10562,Home Decor Item 562,Home Decor,15.26,33.15,4901,708
SKU-10563,Kitchenware Item 563,Kitchenware,7.76,10.05,5896,890
SKU-10564,Home Decor Item 564,Home Decor,52.55,65.47,2341,1487
SKU-10565,Bedding Item 565,Bedding,41.4,129.33,288,22
SKU-10566,Furniture Item 566,Furniture,312.05,394.23,3135,705
SKU-10567,Kitchenware Item 567,Kitchenware,21.69,22.69,35,803
SKU-10568,Home Decor Item 568,Home Decor,85.95,159.42,1271,401
SKU-10569,Gardening Item 569,Gardening,47.66,187.24,258,19
SKU-10570,Kitchenware Item 570,Kitchenware,21.28,17.71,24,1168
SKU-10571,Kitchenware Item 571,Kitchenware,28.12,111.33,85,97
SKU-10572,Furniture Item 572,Furniture,588.05,605.83,5,706
SKU-10573,Furniture Item 573,Furniture,610.29,492.94,16,980
SKU-10574,Home Decor Item 574,Home Decor,29.9,38.75,3363,1014
SKU-10575,Kitchenware Item 575,Kitchenware,36.55,32.09,0,773
SKU-10576,Bedding Item 576,Bedding,120.07,96.54,17,342
SKU-10577,Bedding Item 577,Bedding,27.41,28.58,32,1000
SKU-10578,Bedding Item 578,Bedding,88.26,292.98,183,58
SKU-10579,Gardening Item 579,Gardening,70.14,89.26,5407,1024
SKU-10580,Gardening Item 580,Gardening,143.35,180.87,3481,594
SKU-10581,Bedding Item 581,Bedding,97.5,120.37,5093,1496
SKU-10582,Gardening Item 582,Gardening,129.1,111.26,17,1139
SKU-10583,Bedding Item 583,Bedding,36.17,72.87,4636,482
SKU-10584,Bedding Item 584,Bedding,96.98,123.71,4616,568
SKU-10585,Gardening Item 585,Gardening,59.82,136.38,4560,396
SKU-10586,Gardening Item 586,Gardening,17.92,23.23,2451,583
SKU-10587,Gardening Item 587,Gardening,119.94,349.83,197,91
SKU-10588,Furniture Item 588,Furniture,740.31,1601.36,2597,216
SKU-10589,Furniture Item 589,Furniture,779.47,1706.15,2341,281
SKU-10590,Furniture Item 590,Furniture,507.53,565.8,5275,886
SKU-10591,Furniture Item 591,Furniture,461.75,402.59,1,885
SKU-10592,Furniture Item 592,Furniture,522.55,1279.12,1668,219
SKU-10593,Gardening Item 593,Gardening,70.25,241.35,196,75
SKU-10594,Home Decor Item 594,Home Decor,12.12,11.4,14,372
SKU-10595,Kitchenware Item 595,Kitchenware,35.24,102.44,236,11
SKU-10596,Home Decor Item 596,Home Decor,34.37,65.59,3008,278
SKU-10597,Gardening Item 597,Gardening,113.11,108.17,21,713
SKU-10598,Kitchenware Item 598,Kitchenware,7.27,24.54,94,58
SKU-10599,Kitchenware Item 599,Kitchenware,25.26,24.79,35,345
SKU-10600,Furniture Item 600,Furniture,617.59,740.86,4704,1294
SKU-10601,Furniture Item 601,Furniture,164.84,149.76,24,570
SKU-10602,Bedding Item 602,Bedding,70.82,74.29,25,1159
SKU-10603,Kitchenware Item 603,Kitchenware,29.61,105.74,227,49
SKU-10604,Kitchenware Item 604,Kitchenware,41.83,75.69,2459,774
SKU-10605,Kitchenware Item 605,Kitchenware,14.65,16.3,6897,560
SKU-10606,Furniture Item 606,Furniture,612.91,2079.13,124,57
SKU-10607,Furniture Item 607,Furniture,719.48,869.74,4366,1185
SKU-10608,Gardening Item 608,Gardening,96.35,89.64,26,990
SKU-10609,Furniture Item 609,Furniture,399.25,460.64,2294,1295
SKU-10610,Kitchenware Item 610,Kitchenware,45.29,166.72,105,11
SKU-10611,Home Decor Item 611,Home Decor,132.32,415.67,279,45
SKU-10612,Furniture Item 612,Furniture,554.53,501.76,27,362
SKU-10613,Gardening Item 613,Gardening,93.84,110.87,6351,1374
SKU-10614,Bedding Item 614,Bedding,39.4,46.57,5074,1253
SKU-10615,Kitchenware Item 615,Kitchenware,16.71,36.12,2007,220
SKU-10616,Furniture Item 616,Furniture,717.18,653.75,19,368
SKU-10617,Kitchenware Item 617,Kitchenware,18.94,22.93,4359,1164
SKU-10618,Home Decor Item 618,Home Decor,113.95,268.08,4927,510
SKU-10619,Home Decor Item 619,Home Decor,55.74,71.81,6409,596
SKU-10620,Kitchenware Item 620,Kitchenware,9.62,11.54,4156,1161
SKU-10621,Kitchenware Item 621,Kitchenware,43.65,131.69,258,89
SKU-10622,Gardening Item 622,Gardening,68.03,130.1,3504,798
SKU-10623,Home Decor Item 623,Home Decor,111.07,124.79,3647,900
SKU-10624,Home Decor Item 624,Home Decor,110.62,96.71,17,1057
SKU-10625,Kitchenware Item 625,Kitchenware,20.54,23.58,2498,1149
SKU-10626,Bedding Item 626,Bedding,91.5,203.63,2257,405
SKU-10627,Gardening Item 627,Gardening,56.99,54.38,23,808
SKU-10628,Kitchenware Item 628,Kitchenware,23.71,29.3,2018,1435
SKU-10629,Furniture Item 629,Furniture,220.19,731.02,292,10
SKU-10630,Furniture Item 630,Furniture,115.5,105.08,28,1155
SKU-10631,Furniture Item 631,Furniture,458.6,1113.01,4865,206
SKU-10632,Furniture Item 632,Furniture,455.46,556.7,3776,670
SKU-10633,Kitchenware Item 633,Kitchenware,35.3,40.39,5700,1293
SKU-10634,Bedding Item 634,Bedding,133.42,124.6,8,1132
SKU-10635,Home Decor Item 635,Home Decor,124.99,114.1,6,638
SKU-10636,Gardening Item 636,Gardening,129.7,104.19,2,841
SKU-10637,Kitchenware Item 637,Kitchenware,41.16,33.62,1,833
SKU-10638,Bedding Item 638,Bedding,35.44,28.94,14,1124
SKU-10639,Kitchenware Item 639,Kitchenware,8.33,10.82,4604,1031
SKU-10640,Home Decor Item 640,Home Decor,88.27,103.28,2002,1331
SKU-10641,Gardening Item 641,Gardening,108.93,134.13,4890,1118
SKU-10642,Gardening Item 642,Gardening,63.09,50.56,8,423
SKU-10643,Furniture Item 643,Furniture,640.97,2161.03,202,82
SKU-10644,Furniture Item 644,Furniture,483.62,1791.58,111,67
SKU-10645,Bedding Item 645,Bedding,29.65,105.83,241,68
SKU-10646,Bedding Item 646,Bedding,37.3,31.32,28,699
SKU-10647,Gardening Item 647,Gardening,70.64,66.08,36,873
SKU-10648,Furniture Item 648,Furniture,314.83,370.63,2053,1115
SKU-10649,Gardening Item 649,Gardening,35.95,112.79,179,85
SKU-10650,Furniture Item 650,Furniture,454.94,1005.09,3640,377
SKU-10651,Bedding Item 651,Bedding,72.14,87.28,2383,1004
SKU-10652,Gardening Item 652,Gardening,141.47,465.87,178,37
SKU-10653,Home Decor Item 653,Home Decor,107.25,135.64,4915,1085
SKU-10654,Home Decor Item 654,Home Decor,124.09,129.78,22,639
SKU-10655,Furniture Item 655,Furniture,589.26,651.86,6487,1074
SKU-10656,Home Decor Item 656,Home Decor,133.09,163.16,3540,1313
SKU-10657,Furniture Item 657,Furniture,648.64,828.72,2365,1243
SKU-10658,Home Decor Item 658,Home Decor,71.1,267.85,195,84
SKU-10659,Kitchenware Item 659,Kitchenware,30.95,73.62,3735,498
SKU-10660,Home Decor Item 660,Home Decor,114.75,91.96,9,1158
SKU-10661,Gardening Item 661,Gardening,89.96,101.3,4828,958
SKU-10662,Gardening Item 662,Gardening,128.89,158.64,6603,1302
SKU-10663,Furniture Item 663,Furniture,594.31,727.38,5839,854
SKU-10664,Gardening Item 664,Gardening,97.45,87.47,9,367
SKU-10665,Home Decor Item 665,Home Decor,99.37,97.06,1,964
SKU-10666,Bedding Item 666,Bedding,89.73,92.62,10,994
SKU-10667,Bedding Item 667,Bedding,83.87,99.69,5634,1061
SKU-10668,Bedding Item 668,Bedding,130.55,144.99,3037,1406
SKU-10669,Home Decor Item 669,Home Decor,104.47,278.42,259,84
SKU-10670,Home Decor Item 670,Home Decor,98.43,225.21,1570,381
SKU-10671,Furniture Item 671,Furniture,488.28,463.78,6,954
SKU-10672,Bedding Item 672,Bedding,15.93,59.83,258,23
SKU-10673,Furniture Item 673,Furniture,113.4,114.48,14,417
SKU-10674,Bedding Item 674,Bedding,144.53,568.04,233,22
SKU-10675,Home Decor Item 675,Home Decor,91.83,94.61,1,837
SKU-10676,Gardening Item 676,Gardening,93.0,115.37,5221,528
SKU-10677,Furniture Item 677,Furniture,159.2,456.8,165,55
SKU-10678,Gardening Item 678,Gardening,39.57,38.95,26,387
SKU-10679,Kitchenware Item 679,Kitchenware,49.88,113.91,2257,422
SKU-10680,Kitchenware Item 680,Kitchenware,25.93,21.57,29,679
SKU-10681,Home Decor Item 681,Home Decor,146.55,128.45,29,793
SKU-10682,Gardening Item 682,Gardening,120.52,138.1,4617,775
SKU-10683,Furniture Item 683,Furniture,287.99,606.78,1563,283
SKU-10684,Gardening Item 684,Gardening,147.94,311.84,1583,255
SKU-10685,Gardening Item 685,Gardening,55.68,61.47,2861,1149
SKU-10686,Bedding Item 686,Bedding,59.74,236.77,273,35
SKU-10687,Bedding Item 687,Bedding,30.57,39.66,4430,875
SKU-10688,Furniture Item 688,Furniture,680.52,570.95,31,491
SKU-10689,Furniture Item 689,Furniture,453.86,817.94,4426,645
SKU-10690,Kitchenware Item 690,Kitchenware,24.88,22.75,33,388
SKU-10691,Furniture Item 691,Furniture,567.05,481.88,14,1130
SKU-10692,Home Decor Item 692,Home Decor,148.52,119.41,19,381
SKU-10693,Home Decor Item 693,Home Decor,113.83,144.3,5109,826
SKU-10694,Kitchenware Item 694,Kitchenware,43.69,52.03,3830,844
SKU-10695,Home Decor Item 695,Home Decor,134.58,126.77,5,487
SKU-10696,Furniture Item 696,Furniture,708.72,911.75,3574,1344
SKU-10697,Gardening Item 697,Gardening,29.77,81.81,269,76
SKU-10698,Bedding Item 698,Bedding,78.71,91.08,2719,921
SKU-10699,Kitchenware Item 699,Kitchenware,40.35,47.35,4953,1198
SKU-10700,Bedding Item 700,Bedding,87.95,74.21,4,644
SKU-10701,Kitchenware Item 701,Kitchenware,16.37,47.05,133,31
SKU-10702,Bedding Item 702,Bedding,10.09,9.02,19,636
SKU-10703,Bedding Item 703,Bedding,74.17,85.1,5129,1230
SKU-10704,Home Decor Item 704,Home Decor,142.25,406.45,108,68
SKU-10705,Home Decor Item 705,Home Decor,75.53,85.42,3724,501
SKU-10706,Furniture Item 706,Furniture,459.05,455.54,12,1032
SKU-10707,Furniture Item 707,Furniture,219.5,402.08,3708,666
SKU-10708,Bedding Item 708,Bedding,103.8,124.59,5435,970
SKU-10709,Bedding Item 709,Bedding,48.99,49.47,8,300
SKU-10710,Bedding Item 710,Bedding,13.5,15.75,3288,639
SKU-10711,Kitchenware Item 711,Kitchenware,39.8,34.64,7,489
SKU-10712,Bedding Item 712,Bedding,63.17,59.51,10,1162
SKU-10713,Kitchenware Item 713,Kitchenware,14.49,48.51,262,32
SKU-10714,Furniture Item 714,Furniture,322.63,320.64,7,526
SKU-10715,Gardening Item 715,Gardening,58.31,116.95,4186,303
SKU-10716,Gardening Item 716,Gardening,99.19,348.94,55,37
SKU-10717,Furniture Item 717,Furniture,533.73,1926.02,293,99
SKU-10718,Kitchenware Item 718,Kitchenware,17.67,16.54,31,527
SKU-10719,Bedding Item 719,Bedding,148.62,167.71,3378,1195
SKU-10720,Gardening Item 720,Gardening,128.93,307.41,3863,646
SKU-10721,Bedding Item 721,Bedding,36.0,40.05,6005,636
SKU-10722,Bedding Item 722,Bedding,48.21,57.34,4796,1301
SKU-10723,Gardening Item 723,Gardening,44.53,57.04,5049,1415
SKU-10724,Furniture Item 724,Furniture,224.03,288.63,3977,612
SKU-10725,Gardening Item 725,Gardening,39.74,142.11,75,96
SKU-10726,Furniture Item 726,Furniture,726.89,635.82,22,667
SKU-10727,Kitchenware Item 727,Kitchenware,24.8,21.96,2,1151
SKU-10728,Kitchenware Item 728,Kitchenware,42.01,91.25,3044,493
SKU-10729,Home Decor Item 729,Home Decor,78.99,93.75,2974,1288
SKU-10730,Kitchenware Item 730,Kitchenware,22.56,26.36,6970,802
SKU-10731,Bedding Item 731,Bedding,91.4,200.77,1738,391
SKU-10732,Gardening Item 732,Gardening,67.52,169.89,229,84
SKU-10733,Home Decor Item 733,Home Decor,119.2,253.27,2716,255
SKU-10734,Gardening Item 734,Gardening,147.28,188.39,2584,1013
SKU-10735,Kitchenware Item 735,Kitchenware,36.49,120.35,60,85
SKU-10736,Furniture Item 736,Furniture,652.64,682.6,27,756
SKU-10737,Furniture Item 737,Furniture,401.86,444.24,3587,1396
SKU-10738,Home Decor Item 738,Home Decor,95.96,118.77,5262,925
SKU-10739,Home Decor Item 739,Home Decor,114.33,233.86,3658,207
SKU-10740,Kitchenware Item 740,Kitchenware,19.77,25.04,2656,995
SKU-10741,Home Decor Item 741,Home Decor,127.73,144.07,3262,1154
SKU-10742,Home Decor Item 742,Home Decor,63.85,72.84,3268,559
SKU-10743,Home Decor Item 743,Home Decor,140.72,478.82,266,56
SKU-10744,Home Decor Item 744,Home Decor,53.65,66.06,4618,645
SKU-10745,Bedding Item 745,Bedding,88.71,75.93,12,855
SKU-10746,Gardening Item 746,Gardening,118.3,219.3,3466,321
SKU-10747,Bedding Item 747,Bedding,124.05,477.47,194,59
SKU-10748,Kitchenware Item 748,Kitchenware,24.99,24.21,5,697
SKU-10749,Home Decor Item 749,Home Decor,19.82,24.0,5907,1219
SKU-10750,Bedding Item 750,Bedding,137.01,262.76,3905,436
SKU-10751,Furniture Item 751,Furniture,489.93,633.84,6887,658
SKU-10752,Kitchenware Item 752,Kitchenware,19.09,19.73,6,670
SKU-10753,Furniture Item 753,Furniture,321.61,402.17,4845,1157
SKU-10754,Furniture Item 754,Furniture,574.21,726.31,5681,672
SKU-10755,Home Decor Item 755,Home Decor,11.13,11.04,3,305
SKU-10756,Furniture Item 756,Furniture,690.95,797.96,2607,701
SKU-10757,Bedding Item 757,Bedding,40.13,40.41,2,1110
SKU-10758,Kitchenware Item 758,Kitchenware,36.35,45.28,4896,1400
SKU-10759,Gardening Item 759,Gardening,142.55,164.38,4806,1262
SKU-10760,Furniture Item 760,Furniture,118.04,376.48,136,27
SKU-10761,Kitchenware Item 761,Kitchenware,18.7,41.82,1713,374
SKU-10762,Home Decor Item 762,Home Decor,53.01,194.25,79,34
SKU-10763,Furniture Item 763,Furniture,728.58,1485.11,2337,224
SKU-10764,Gardening Item 764,Gardening,94.34,185.34,3146,796
SKU-10765,Home Decor Item 765,Home Decor,142.76,163.64,5792,1075
SKU-10766,Furniture Item 766,Furniture,748.52,829.27,5066,740
SKU-10767,Gardening Item 767,Gardening,65.01,160.09,2881,563
SKU-10768,Gardening Item 768,Gardening,52.9,108.7,1075,673
SKU-10769,Gardening Item 769,Gardening,84.95,327.6,121,55
SKU-10770,Bedding Item 770,Bedding,69.66,59.59,16,764
SKU-10771,Bedding Item 771,Bedding,124.42,105.55,15,929
SKU-10772,Home Decor Item 772,Home Decor,97.7,111.6,5734,1469
SKU-10773,Home Decor Item 773,Home Decor,131.89,116.54,28,527
SKU-10774,Bedding Item 774,Bedding,32.59,95.97,113,64
SKU-10775,Bedding Item 775,Bedding,86.64,78.14,35,523
SKU-10776,Furniture Item 776,Furniture,139.68,284.42,1044,233
SKU-10777,Home Decor Item 777,Home Decor,44.51,45.47,35,666
SKU-10778,Bedding Item 778,Bedding,27.1,53.33,2573,438
SKU-10779,Kitchenware Item 779,Kitchenware,11.35,35.13,99,29
SKU-10780,Gardening Item 780,Gardening,60.47,240.94,270,86
SKU-10781,Furniture Item 781,Furniture,411.17,1630.67,117,40
SKU-10782,Gardening Item 782,Gardening,90.89,95.1,18,587
SKU-10783,Furniture Item 783,Furniture,404.05,498.23,4363,1363
SKU-10784,Home Decor Item 784,Home Decor,70.15,78.56,2886,826
SKU-10785,Furniture Item 785,Furniture,466.52,596.2,5792,847
SKU-10786,Kitchenware Item 786,Kitchenware,34.34,29.65,6,1091
SKU-10787,Bedding Item 787,Bedding,24.4,45.51,4367,530
SKU-10788,Home Decor Item 788,Home Decor,28.91,64.07,3842,515
SKU-10789,Bedding Item 789,Bedding,48.63,47.32,9,1107
SKU-10790,Kitchenware Item 790,Kitchenware,33.14,31.9,36,536
SKU-10791,Kitchenware Item 791,Kitchenware,43.23,107.97,2576,359
SKU-10792,Furniture Item 792,Furniture,515.9,570.36,6683,1021
SKU-10793,Kitchenware Item 793,Kitchenware,16.64,39.0,1059,634
SKU-10794,Bedding Item 794,Bedding,111.4,137.32,3409,577
SKU-10795,Furniture Item 795,Furniture,135.29,113.84,27,1170
